Series Name,Location,Parameter,Timestamp,Value,Offset
"Surface Salinity","FS-Surface","Salinity-sensor",2024-04-13 01:00,3.5232,0
"Surface Temp","FS-Surface","Temperature-sensor",2024-04-13 01:00,12.2744,0
"Surface DO","FS-Surface","DO-sensor",2024-04-13 01:00,10.5189,0
"Surface Chl-a","FS-Surface","Chl-a Fluorescence-sensor",2024-04-13 01:00,1.3209,0
"Surface pH","FS-Surface","pH-sensor",2024-04-13 01:00,7.9495,0
"Depth","FS-Bottom","Depth-sensor",2024-04-13 00:00,3.3909,-6.46
"Surface Salinity","FS-Surface","Salinity-sensor",2024-04-13 00:00,3.4475,0
"Surface Temp","FS-Surface","Temperature-sensor",2024-04-13 00:00,12.2354,0
"Surface DO","FS-Surface","DO-sensor",2024-04-13 00:00,10.5036,0
"Surface Chl-a","FS-Surface","Chl-a Fluorescence-sensor",2024-04-13 00:00,1.3207,0
"Surface pH","FS-Surface","pH-sensor",2024-04-13 00:00,7.9124,0
"Depth","FS-Bottom","Depth-sensor",2024-04-12 23:00,3.141,-6.46
"Surface Salinity","FS-Surface","Salinity-sensor",2024-04-12 23:00,3.5498,0
"Surface Temp","FS-Surface","Temperature-sensor",2024-04-12 23:00,12.3068,0
"Surface Chl-a","FS-Surface","Chl-a Fluorescence-sensor",2024-04-12 23:00,1.2023,0
"Depth","FS-Bottom","Depth-sensor",2024-04-12 22:00,2.9237,-6.46
"Surface Salinity","FS-Surface","Salinity-sensor",2024-04-12 22:00,3.6364,0
"Surface pH","FS-Surface","pH-sensor",2024-04-12 22:00,7.9042,0
"Depth","FS-Bottom","Depth-sensor",2024-04-12 21:00,2.8016,-6.46
"Surface Salinity","FS-Surface","Salinity-sensor",2024-04-12 21:00,3.7964,0
"Surface Temp","FS-Surface","Temperature-sensor",2024-04-12 21:00,12.4703,0
"Surface DO","FS-Surface","DO-sensor",2024-04-12 21:00,10.5314,0
"Surface Chl-a","FS-Surface","Chl-a Fluorescence-sensor",2024-04-12 21:00,1.251,0
"Surface pH","FS-Surface","pH-sensor",2024-04-12 21:00,7.9224,0
"Depth","FS-Bottom","Depth-sensor",2024-04-12 20:00,2.7665,-6.46
"Surface Salinity","FS-Surface","Salinity-sensor",2024-04-12 20:00,3.3474,0
"Surface Temp","FS-Surface","Temperature-sensor",2024-04-12 20:00,12.6431,0
"Surface DO","FS-Surface","DO-sensor",2024-04-12 20:00,10.6114,0
"Surface Chl-a","FS-Surface","Chl-a Fluorescence-sensor",2024-04-12 20:00,1.2633,0
"Surface pH","FS-Surface","pH-sensor",2024-04-12 20:00,7.9378,0
"Depth","FS-Bottom","Depth-sensor",2024-04-12 19:00,2.8621,-6.46
"Surface Salinity","FS-Surface","Salinity-sensor",2024-04-12 19:00,3.6547,0
"Surface Temp","FS-Surface","Temperature-sensor",2024-04-12 19:00,12.8287,0
"Surface DO","FS-Surface","DO-sensor",2024-04-12 19:00,10.6606,0
"Surface Chl-a","FS-Surface","Chl-a Fluorescence-sensor",2024-04-12 19:00,1.2065,0
"Surface pH","FS-Surface","pH-sensor",2024-04-12 19:00,7.9265,0
"Depth","FS-Bottom","Depth-sensor",2024-04-12 18:00,2.9971,-6.46
"Surface Salinity","FS-Surface","Salinity-sensor",2024-04-12 18:00,5.6146,0
"Surface Temp","FS-Surface","Temperature-sensor",2024-04-12 18:00,13.2276,0
"Surface DO","FS-Surface","DO-sensor",2024-04-12 18:00,10.6082,0
"Surface Chl-a","FS-Surface","Chl-a Fluorescence-sensor",2024-04-12 18:00,1.5147,0
"Surface pH","FS-Surface","pH-sensor",2024-04-12 18:00,8.016,0
"Depth","FS-Bottom","Depth-sensor",2024-04-12 17:00,3.1475,-6.46
"Surface Temp","FS-Surface","Temperature-sensor",2024-04-12 17:00,13.5538,0
"Surface Chl-a","FS-Surface","Chl-a Fluorescence-sensor",2024-04-12 17:00,1.5491,0
"Surface pH","FS-Surface","pH-sensor",2024-04-12 17:00,8.0878,0
