Series Name,Location,Parameter,Timestamp,Value,Offset
"Bottom Temp","FS-Bottom","Temperature-sensor",2025-02-09 01:00,11.4122,0
"Bottom DO","FS-Bottom","DO-sensor",2025-02-09 01:00,7.9426,0
"Depth","FS-Bottom","Depth-sensor",2025-02-09 00:00,2.7469,-6.46
"Bottom Salinity","FS-Bottom","Salinity-sensor",2025-02-09 00:00,30.9182,0
"Bottom Temp","FS-Bottom","Temperature-sensor",2025-02-09 00:00,11.4267,0
"Bottom DO","FS-Bottom","DO-sensor",2025-02-09 00:00,7.9098,0
"Depth","FS-Bottom","Depth-sensor",2025-02-08 23:00,2.888,-6.46
"Bottom Salinity","FS-Bottom","Salinity-sensor",2025-02-08 23:00,31.3605,0
"Bottom Temp","FS-Bottom","Temperature-sensor",2025-02-08 23:00,11.4787,0
"Bottom DO","FS-Bottom","DO-sensor",2025-02-08 23:00,7.9693,0
"Depth","FS-Bottom","Depth-sensor",2025-02-08 22:00,2.9789,-6.46
"Bottom Salinity","FS-Bottom","Salinity-sensor",2025-02-08 22:00,30.9932,0
"Bottom Temp","FS-Bottom","Temperature-sensor",2025-02-08 22:00,11.466,0
"Bottom DO","FS-Bottom","DO-sensor",2025-02-08 22:00,8.1066,0
"Depth","FS-Bottom","Depth-sensor",2025-02-08 21:00,2.9404,-6.46
"Bottom Salinity","FS-Bottom","Salinity-sensor",2025-02-08 21:00,30.4667,0
"Bottom Temp","FS-Bottom","Temperature-sensor",2025-02-08 21:00,11.434,0
"Bottom DO","FS-Bottom","DO-sensor",2025-02-08 21:00,8.2251,0
"Depth","FS-Bottom","Depth-sensor",2025-02-08 20:00,2.7552,-6.46
"Bottom Salinity","FS-Bottom","Salinity-sensor",2025-02-08 20:00,28.1609,0
"Bottom Temp","FS-Bottom","Temperature-sensor",2025-02-08 20:00,11.2916,0
"Bottom DO","FS-Bottom","DO-sensor",2025-02-08 20:00,8.3374,0
"Depth","FS-Bottom","Depth-sensor",2025-02-08 19:00,2.4839,-6.46
"Bottom Salinity","FS-Bottom","Salinity-sensor",2025-02-08 19:00,27.5506,0
"Bottom Temp","FS-Bottom","Temperature-sensor",2025-02-08 19:00,11.1555,0
"Bottom DO","FS-Bottom","DO-sensor",2025-02-08 19:00,8.1579,0
"Depth","FS-Bottom","Depth-sensor",2025-02-08 18:00,2.1392,-6.46
"Bottom Salinity","FS-Bottom","Salinity-sensor",2025-02-08 18:00,2.9677,0
"Bottom Temp","FS-Bottom","Temperature-sensor",2025-02-08 18:00,9.7556,0
"Bottom DO","FS-Bottom","DO-sensor",2025-02-08 18:00,10.5353,0
"Depth","FS-Bottom","Depth-sensor",2025-02-08 17:00,1.776,-6.46
"Bottom Salinity","FS-Bottom","Salinity-sensor",2025-02-08 17:00,0.0251,0
"Bottom Temp","FS-Bottom","Temperature-sensor",2025-02-08 17:00,9.6904,0
"Bottom DO","FS-Bottom","DO-sensor",2025-02-08 17:00,10.8775,0
"Depth","FS-Bottom","Depth-sensor",2025-02-08 16:00,1.5189,-6.46
"Bottom Salinity","FS-Bottom","Salinity-sensor",2025-02-08 16:00,0,0
"Bottom Temp","FS-Bottom","Temperature-sensor",2025-02-08 16:00,9.767,0
"Bottom DO","FS-Bottom","DO-sensor",2025-02-08 16:00,10.8788,0
"Depth","FS-Bottom","Depth-sensor",2025-02-08 15:00,1.3884,-6.46
"Bottom Salinity","FS-Bottom","Salinity-sensor",2025-02-08 15:00,0,0
"Bottom Temp","FS-Bottom","Temperature-sensor",2025-02-08 15:00,9.8496,0
"Bottom DO","FS-Bottom","DO-sensor",2025-02-08 15:00,10.8824,0
